# list of object assets to load in this scene
[ASSETS]
mario.txt
cloud.txt
brick.txt
sprites.txt
goomba.txt
question-brick.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# TILE BACKGROUND
# cloud
6	96	32	16	16	4	51000	52000	53000
6	96	48	16	16	4	54000	55000	56000

6	304	16	16	16	3	51000	52000	53000
6	304	32	16	16	3	54000	55000	56000

6	624	32	16	16	3	51000	52000	53000
6	624	48	16	16	3	54000	55000	56000

6	704	64	16	16	5	51000	52000	53000
6	704	80	16	16	5	54000	55000	56000

6	1152	32	16	16	3	51000	52000	53000
6	1152	48	16	16	3	54000	55000	56000

6	1632	32	16	16	5	51000	52000	53000
6	1632	48	16	16	5	54000	55000	56000

6	2304	48	16	16	3	51000	52000	53000
6	2304	64	16	16	3	54000	55000	56000

# bush
# bush 1
6	17	112	16	16	1	181000	181000	181000
6	32	112	16	16	1	182000	182000	182000

6	1	128	16	16	1	181000	181000	181000
6	16	128	16	16	1	184000	184000	184000
6	32	128	16	16	1	186000	186000	186000
6	49	128	16	16	1	181000	181000	181000
6	64	128	16	16	1	182000	182000	182000
6	81	128	16	16	1	181000	181000	181000
6	96	128	16	16	1	182000	182000	182000


6	0	144	16	16	3	185000	183000	184000
6	48	144	16	16	3	187000	186000	185000
6	96	144	16	16	2	183000	183000	182000

6	0	160	16	16	5	185000	187000	183000
6	80	160	16	16	3	184000	187000	186000

# bush 2
6	865	96	15	16	2	181000	181000	182000

6	817	112	15	16	2	181000	181000	182000
6	849	112	15	16	2	181000	181000	184000
6	880	112	16	16	1	186000	186000	186000
6	897	112	15	16	2	181000	181000	182000
6	945	112	15	16	1	181000	181000	181000
6	960	112	15	16	1	182000	182000	182000

6	816	128	16	16	3	185000	183000	184000
6	864	128	16	16	3	183000	184000	187000
6	912	128	16	16	1	186000	186000	186000
6	944	128	16	16	3	185000	183000	182000

6	801	144	15	16	1	181000	181000	181000
6	816	144	16	16	7	184000	187000	186000
6	929	144	15	16	1	181000	181000	181000
6	944	144	16	16	3	184000	187000	186000

# bush 3
6	1889	128	16	16	1	181000	181000	181000
6	1904	128	16	16	1	182000	182000	182000

6	1888	144	16	16	3	185000	183000	182000

6	1873	160	16	16	1	181000	181000	181000
6	1888	160	16	16	3	184000	187000	186000

# bush 4
6	2385	48	16	16	1	181000	181000	181000
6	2400	48	16	16	1	182000	182000	182000

6	2384	64	16	16	3	185000	183000	182000

6	2384	80	16	16	3	185000	187000	186000

6	2369	96	16	16	1	181000	181000	181000
6	2384	96	16	16	3	184000	187000	186000

6	2353	112	16	16	1	181000	181000	181000
6	2368	112	16	16	4	184000	187000	186000

6	2352	128	16	16	5	185000	187000	186000

6	2352	144	16	16	5	185000	187000	183000
6	2432	144	16	16	1	182000	182000	182000

6	2352	160	16	16	6	185000	187000	186000

# sky
# flower
6	96	-208	16	16	1	61000	61000	61000
6	288	-160	16	16	1	61000	61000	61000
6	320	-208	16	16	1	61000	61000	61000
6	352	-176	16	16	1	61000	61000	61000
6	576	-192	16	16	1	61000	61000	61000
6	736	-224	16	16	1	61000	61000	61000
6	736	-192	16	16	1	61000	61000	61000
6	1088	-128	16	16	1	61000	61000	61000
6	1248	-192	16	16	1	61000	61000	61000
6	1344	-208	16	16	1	61000	61000	61000
6	1376	-96	16	16	1	61000	61000	61000
6	1440	-144	16	16	1	61000	61000	61000
6	1472	-160	16	16	1	61000	61000	61000
6	1600	-208	16	16	1	61000	61000	61000
6	1664	-176	16	16	1	61000	61000	61000
6	2208	-160	16	16	1	61000	61000	61000
6	2368	-240	16	16	1	61000	61000	61000
6	2400	-96	16	16	1	61000	61000	61000
6	2432	-240	16	16	1	61000	61000	61000

# star
6	208	-176	16	16	1	62000	62000	62000
6	272	-160	16	16	1	62000	62000	62000
6	592	-192	16	16	1	62000	62000	62000
6	656	-224	16	16	1	62000	62000	62000
6	784	-224	16	16	1	62000	62000	62000
6	1168	-112	16	16	1	62000	62000	62000
6	1488	-176	16	16	1	62000	62000	62000
6	1488	-144	16	16	1	62000	62000	62000
6	1936	-224	16	16	1	62000	62000	62000

# gear
6	240	-208	16	16	1	63000	63000	63000
6	240	-176	16	16	1	63000	63000	63000
6	816	-208	16	16	1	63000	63000	63000
6	944	-176	16	16	1	63000	63000	63000
6	1200	-112	16	16	1	63000	63000	63000
6	1712	-176	16	16	1	63000	63000	63000
6	1840	-160	16	16	1	63000	63000	63000
6	1904	-224	16	16	1	63000	63000	63000
6	1904	-96	16	16	1	63000	63000	63000
6	2096	-128	16	16	1	63000	63000	63000

# tree
6	144	160	16	16	3	191000	191000	191000
6	656	144	16	16	6	191000	191000	191000
6	1024	144	16	16	2	191000	191000	191000
6	1168	160	16	16	3	191000	191000	191000
6	1712	160	16	16	3	191000	191000	191000

# color boxes
# white
6	496	80	16	16	4	104000	105000	106000
6	512	96	16	16	3	105000	105000	106000
6	512	112	16	16	3	105000	105000	106000
6	512	128	16	16	3	105000	105000	106000

# blue
6	256	112	16	16	3	94000	95000	96000
6	272	128	16	16	2	95000	95000	96000
6	272	144	16	16	2	95000	95000	96000
6	272	160	16	16	2	98000	98000	99000

6	1312	96	16	16	7	94000	95000	96000
6	1392	112	16	16	2	95000	95000	96000
6	1392	128	16	16	2	95000	95000	96000
6	1392	144	16	16	2	95000	95000	96000
6	1392	160	16	16	2	98000	98000	99000

# orange
6	224	144	16	16	3	84000	85000	86000
6	224	160	16	16	3	87000	88000	89000

6	448	112	16	16	4	84000	85000	86000
6	464	128	16	16	3	85000	85000	86000
6	464	144	16	16	2	85000	85000	85000
6	464	160	16	16	2	88000	88000	88000

6	1296	-80	16	16	4	87000	88000	89000

6	1280	128	16	16	7	84000	85000	86000
6	1360	144	16	16	2	85000	85000	86000
6	1360	160	16	16	2	88000	88000	89000

6	2128	144	16	16	3	84000	85000	86000
6	2128	160	16	16	3	87000	88000	89000

# green
6	384	144	16	16	5	114000	115000	116000
6	384	160	16	16	5	117000	118000	119000

6	496	160	16	16	6	117000	118000	119000

6	1248	160	16	16	7	117000	118000	119000

6	2160	48	16	16	3	114000	115000	116000
6	2160	64	16	16	3	114000	115000	116000
6	2160	80	16	16	3	114000	115000	116000
6	2160	96	16	16	3	114000	115000	116000
6	2160	112	16	16	3	114000	115000	116000
6	2176	128	16	16	2	115000	115000	116000
6	2176	144	16	16	2	115000	115000	116000
6	2176	160	16	16	2	118000	118000	119000

# shader
6	272	128	16	16	1	121000	121000	121000
6	272	144	16	16	1	122000	122000	122000
6	272	160	16	16	1	122000	122000	122000

6	304	96	16	16	1	121000	121000	121000
6	304	112	16	16	1	122000	122000	122000
6	304	128	16	16	1	122000	122000	122000
6	304	144	16	16	1	122000	122000	122000
6	304	160	16	16	1	122000	122000	122000

6	464	128	16	16	1	121000	121000	121000
6	464	144	16	16	1	122000	122000	122000
6	464	160	16	16	1	122000	122000	122000

6	512	96	16	16	1	121000	121000	121000
6	512	112	16	16	1	122000	122000	122000
6	512	128	16	16	1	122000	122000	122000

6	560	64	16	16	1	121000	121000	121000
6	560	80	16	16	1	122000	122000	122000
6	560	96	16	16	1	122000	122000	122000
6	560	112	16	16	1	122000	122000	122000
6	560	128	16	16	1	122000	122000	122000

6	592	144	16	16	1	121000	121000	121000
6	592	160	16	16	1	122000	122000	122000

6	1360	144	16	16	1	121000	121000	121000
6	1360	160	16	16	1	122000	122000	122000

6	1392	112	16	16	1	121000	121000	121000
6	1392	128	16	16	1	122000	122000	122000
6	1392	144	16	16	1	122000	122000	122000
6	1392	160	16	16	1	122000	122000	122000

6	1360	-96	16	16	1	121000	121000	121000
6	1360	-80	16	16	1	122000	122000	122000
6	1296	-64	16	16	5	125000	124000	123000

6	1424	80	16	16	1	121000	121000	121000
6	1424	96	16	16	1	122000	122000	122000
6	1424	112	16	16	1	122000	122000	122000
6	1424	128	16	16	1	122000	122000	122000
6	1424	144	16	16	1	122000	122000	122000
6	1424	160	16	16	1	122000	122000	122000

6	2176	128	16	16	1	121000	121000	121000
6	2176	144	16	16	1	122000	122000	122000
6	2176	160	16	16	1	122000	122000	122000

6	2208	32	16	16	1	121000	121000	121000
6	2208	48	16	16	1	122000	122000	122000
6	2208	64	16	16	1	122000	122000	122000
6	2208	80	16	16	1	122000		122000	122000
6	2208	96	16	16	1	122000		122000	122000
6	2208	112	16	16	1	122000		122000	122000
6	2208	128	16	16	1	122000		122000	122000
6	2208	144	16	16	1	122000		122000	122000
6	2208	160	16	16	1	122000		122000	122000

# sky black
6	2464	-240	16	16	1	231000	231000	231000
6	2464	-224	16	16	1	231000	231000	231000
6	2464	-208	16	16	1	231000	231000	231000
6	2464	-192	16	16	1	231000	231000	231000
6	2464	-176	16	16	1	231000	231000	231000
6	2464	-160	16	16	1	231000	231000	231000
6	2464	-144	16	16	1	231000	231000	231000
6	2464	-128	16	16	1	231000	231000	231000
6	2464	-112	16	16	1	231000	231000	231000
6	2464	-96	16	16	1	231000	231000	231000
